Provider Number,Hospital Name,Address 1,City,State,ZIP Code,Full Address,Latitude,Longitude,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
10058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,"208 PIERSON AVE, CENTREVILLE, AL, 35042",32.9512234,-87.1481336,BIBB,2059264881,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,14,No Different than U.S. National Rate,10,19.1,27,,13.6,No Different than U.S. National Rate,9.5,18.9,53,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.9,No Different than U.S. National Rate,19.5,29.4,33,,18.1,No Different than U.S. National Rate,14.3,23.1,51,
10059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650,"202 HOSPITAL STREET, MOULTON, AL, 35650",34.4834287,-87.2853788,LAWRENCE,2569742200,15.6,No Different than U.S. National Rate,12.1,19.6,34,,9.9,No Different than U.S. National Rate,6.9,13.8,85,,9.8,No Different than U.S. National Rate,7.2,13.3,161,,20.2,No Different than U.S. National Rate,16.5,24.5,34,,28.2,No Different than U.S. National Rate,23.5,33.3,105,,21.4,No Different than U.S. National Rate,17.6,25.2,179,
10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,"380 WOODS COVE ROAD, SCOTTSBORO, AL, 35768",34.6626019,-86.0484991,JACKSON,2562594444,15,No Different than U.S. National Rate,11.3,19.4,35,,13.4,No Different than U.S. National Rate,10.1,17.3,154,,12.9,No Different than U.S. National Rate,10.4,15.8,459,,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.9,No Different than U.S. National Rate,22.7,31.7,165,,19.4,No Different than U.S. National Rate,16.7,22.5,489,
10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,"1200 W MAPLE AVENUE, GENEVA, AL, 36340",31.0491568,-85.8916728,GENEVA,3346843655,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.6,No Different than U.S. National Rate,7.8,14.2,101,,12.3,No Different than U.S. National Rate,9.4,16.1,211,,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.8,No Different than U.S. National Rate,18.6,27.4,113,,18.9,No Different than U.S. National Rate,15.5,22.6,235,
10065,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,"3316 HIGHWAY 280, ALEXANDER CITY, AL, 35010",32.9300534,-85.9697263,TALLAPOOSA,2563297100,17.1,No Different than U.S. National Rate,13.2,21.5,81,,11.6,No Different than U.S. National Rate,9,15.2,159,,14.9,No Different than U.S. National Rate,11.6,18.8,183,,20.4,No Different than U.S. National Rate,16.3,25.2,74,,22.9,No Different than U.S. National Rate,19.2,27.1,208,,16.9,No Different than U.S. National Rate,13.8,20.7,207,
10066,FLORALA MEMORIAL HOSPITAL,24273 FIFTH AVENUE,FLORALA,AL,36442,"24273 FIFTH AVENUE, FLORALA, AL, 36442",30.9998759,-86.3133080,COVINGTON,3348583287,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.4,No Different than U.S. National Rate,7.2,14.6,55,,12.1,No Different than U.S. National Rate,8.6,17,111,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.3,No Different than U.S. National Rate,21.4,31.3,91,,17.7,No Different than U.S. National Rate,13.9,22.1,114,
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,"820 W WASHINGTON ST, EUFAULA, AL, 36027",31.8887641,-85.1563565,BARBOUR,3346887271,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.5,No Different than U.S. National Rate,9.9,18.1,100,,15,No Different than U.S. National Rate,11.2,19.9,125,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.2,No Different than U.S. National Rate,18.2,27.1,121,,18.4,No Different than U.S. National Rate,14.6,22.8,125,
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,"83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL, 36251",33.2773548,-85.8242805,CLAY,2563542131,16.7,No Different than U.S. National Rate,12.9,20.7,27,,12.6,No Different than U.S. National Rate,9.4,16.8,92,,11.8,No Different than U.S. National Rate,8.5,15.8,125,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.8,No Different than U.S. National Rate,21.2,30.9,103,,17.9,No Different than U.S. National Rate,14.2,22.1,125,
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,"400 EAST 10TH STREET, ANNISTON, AL, 36207",33.6563834,-85.8230981,CALHOUN,2562355121,15.6,No Different than U.S. National Rate,13.2,18.4,448,,11.2,No Different than U.S. National Rate,9.3,13.5,609,,13.2,No Different than U.S. National Rate,10.6,16.2,351,,19.4,No Different than U.S. National Rate,16.9,22.3,465,,24.9,No Different than U.S. National Rate,22.4,27.5,712,,19.8,No Different than U.S. National Rate,16.9,23.1,368,
10079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,"700 WEST MARKET STREET, ATHENS, AL, 35611",34.8042607,-86.9791768,LIMESTONE,2562339292,15,No Different than U.S. National Rate,11.5,19.1,44,,11.7,No Different than U.S. National Rate,9.1,14.9,182,,12.1,No Different than U.S. National Rate,9.3,15.7,202,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25,No Different than U.S. National Rate,21.1,29.2,210,,18.3,No Different than U.S. National Rate,15.1,22,203,
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,"1613 NORTH MCKENZIE STREET, FOLEY, AL, 36535",30.4257603,-87.6843081,BALDWIN,2519493400,15.8,No Different than U.S. National Rate,11.9,20.4,66,,15.1,Worse than U.S. National Rate,12,18.7,282,,9.8,No Different than U.S. National Rate,7.3,13,199,,18.6,No Different than U.S. National Rate,14.8,23.2,41,,26.3,No Different than U.S. National Rate,22.6,30.1,344,,15,No Different than U.S. National Rate,12.1,18.6,218,
10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,DECATUR,AL,35609,"1201 7TH STREET SE, DECATUR, AL, 35609",34.5903214,-86.9719505,MORGAN,2563412000,16.8,No Different than U.S. National Rate,13.2,20.9,74,,10.9,No Different than U.S. National Rate,8.7,13.5,375,,11.9,No Different than U.S. National Rate,9.5,14.8,354,,18.5,No Different than U.S. National Rate,14.7,23,52,,21,Better than U.S. National Rate,18.1,24.1,450,,20.2,No Different than U.S. National Rate,17.1,23.6,374,
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,"1530 U S HIGHWAY 43, WINFIELD, AL, 35594",33.9302561,-87.8244258,MARION,2054877736,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.8,No Different than U.S. National Rate,8.5,16.2,85,,13.1,No Different than U.S. National Rate,10.1,16.8,224,,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.5,No Different than U.S. National Rate,22.5,32.9,102,,19.1,No Different than U.S. National Rate,15.7,23.2,229,
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,"2451 FILLINGIM STREET, MOBILE, AL, 36617",30.7078760,-88.1016752,MOBILE,2514717110,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.5,No Different than U.S. National Rate,8.6,18.4,27,,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.7,No Different than U.S. National Rate,20.1,30.2,37,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,"3400 HIGHWAY 78 EAST, JASPER, AL, 35502",33.8410430,-87.2365408,WALKER,2053874000,17,No Different than U.S. National Rate,13.5,20.9,85,,10.8,No Different than U.S. National Rate,8.2,14,214,,11.9,No Different than U.S. National Rate,9.4,14.8,261,,18.8,No Different than U.S. National Rate,15,23.2,68,,22.8,No Different than U.S. National Rate,19.5,26.9,249,,16.7,No Different than U.S. National Rate,13.9,20.1,285,
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,"6801 AIRPORT BOULEVARD, MOBILE, AL, 36608",30.6789138,-88.1987853,MOBILE,2516331000,15.2,No Different than U.S. National Rate,12.1,19,191,,13.5,No Different than U.S. National Rate,11.1,16.3,478,,10.6,No Different than U.S. National Rate,8.5,13.1,451,,19.6,No Different than U.S. National Rate,16,23.5,200,,22,No Different than U.S. National Rate,19.3,25.1,568,,17,No Different than U.S. National Rate,14.4,20.1,465,
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,"295 JACKSON HWY S, GROVE HILL, AL, 36451",31.6942828,-87.7760974,CLARKE,2512753191,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.4,No Different than U.S. National Rate,7.2,14.6,34,,12.1,No Different than U.S. National Rate,8.1,17.3,26,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.5,29.8,49,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,"809 UNIVERSITY BOULEVARD EAST, TUSCALOOSA, AL, 35401",33.2041497,-87.5278395,TUSCALOOSA,2057597111,15.8,No Different than U.S. National Rate,13.1,19.2,337,,11.2,No Different than U.S. National Rate,9.4,13.3,882,,11.3,No Different than U.S. National Rate,9.4,13.5,693,,20.3,No Different than U.S. National Rate,17.3,23.6,347,,25.3,No Different than U.S. National Rate,22.9,27.7,1087,,19.6,No Different than U.S. National Rate,17.1,22.2,726,
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,"508 GREEN STREET, GREENSBORO, AL, 36744",32.6955444,-87.5869077,HALE,3346243024,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.7,No Different than U.S. National Rate,7.5,15,45,,11.5,No Different than U.S. National Rate,7.9,16.5,36,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.1,29.2,59,,18.1,No Different than U.S. National Rate,14,23,42,
10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,"500 HOSPITAL DRIVE, WETUMPKA, AL, 36092",32.5523787,-86.1866697,ELMORE,3345674311,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.3,No Different than U.S. National Rate,7.9,15.9,47,,11.2,No Different than U.S. National Rate,7.9,16,66,,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25,No Different than U.S. National Rate,20.2,30.3,55,,19.8,No Different than U.S. National Rate,15.5,24.6,67,
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,"1301 BELLEVILLE AVENUE, BREWTON, AL, 36426",31.1268079,-87.0734952,ESCAMBIA,2518678061,15.7,No Different than U.S. National Rate,11.9,20.4,27,,14.8,No Different than U.S. National Rate,10.9,19.7,104,,12.6,No Different than U.S. National Rate,9.2,17,153,,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.4,No Different than U.S. National Rate,21,30.8,108,,19.3,No Different than U.S. National Rate,15.5,23.7,153,
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,"750 MORPHY AVENUE, FAIRHOPE, AL, 36532",30.5187163,-87.8890868,BALDWIN,2519282375,14.7,No Different than U.S. National Rate,11.6,18.6,184,,12.8,No Different than U.S. National Rate,10.1,16,317,,13.1,No Different than U.S. National Rate,10.2,16.8,192,,18.2,No Different than U.S. National Rate,14.8,22.1,213,,23.4,No Different than U.S. National Rate,20.1,27.1,372,,16.4,No Different than U.S. National Rate,13.4,20.4,197,
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,"604 STONE AVENUE, TALLADEGA, AL, 35161",33.4403319,-86.0902287,TALLADEGA,2567614542,17.3,No Different than U.S. National Rate,13.4,22.2,33,,14.9,No Different than U.S. National Rate,11.3,19.4,113,,12.1,No Different than U.S. National Rate,8.8,16.6,96,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.3,No Different than U.S. National Rate,19.3,28,132,,18.1,No Different than U.S. National Rate,14.4,22.3,100,
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,"317 MCWILLIAMS AVENUE, CAMDEN, AL, 36726",31.9974963,-87.3001801,WILCOX,3346824131,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.4,No Different than U.S. National Rate,7.7,16.5,38,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.5,No Different than U.S. National Rate,14.4,23.8,45,
10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,"701 PRINCETON AVENUE SOUTHWEST, BIRMINGHAM, AL, 35211",33.4979448,-86.8473661,JEFFERSON,2057833800,14.9,No Different than U.S. National Rate,12.2,18.1,312,,11.4,No Different than U.S. National Rate,9.1,14.2,350,,11.6,No Different than U.S. National Rate,9.3,14.5,292,,19.2,No Different than U.S. National Rate,16.3,22.3,358,,22.2,No Different than U.S. National Rate,19.4,25.6,468,,17.5,No Different than U.S. National Rate,14.8,20.7,322,
10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,"800 MONTCLAIR RD, BIRMINGHAM, AL, 35213",33.5169978,-86.7485517,JEFFERSON,2055921000,16.8,No Different than U.S. National Rate,13.9,20.4,320,,12.9,No Different than U.S. National Rate,10.3,16.2,356,,13.9,No Different than U.S. National Rate,11,17.6,246,,19.7,No Different than U.S. National Rate,16.8,23.2,355,,21.5,No Different than U.S. National Rate,18.5,24.9,436,,17.2,No Different than U.S. National Rate,14.3,20.6,264,
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,"124 S MEMORIAL DR, PRATTVILLE, AL, 36067",32.4637780,-86.4519380,AUTAUGA,3343614267,14.6,No Different than U.S. National Rate,10.9,19.3,28,,14.8,No Different than U.S. National Rate,11.3,19.4,108,,14.2,No Different than U.S. National Rate,10.9,18.3,211,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27,No Different than U.S. National Rate,22.5,31.9,127,,20.5,No Different than U.S. National Rate,16.9,24.4,223,
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,CARROLLTON,AL,35447,"241 ROBERT K WILSON, CARROLLTON, AL, 35447",33.2746770,-88.0890690,PICKENS,2053678111,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.6,No Different than U.S. National Rate,9.4,16.8,55,,12.4,No Different than U.S. National Rate,9.5,16,135,,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.5,No Different than U.S. National Rate,20.9,30.4,69,,17.9,No Different than U.S. National Rate,14.5,22.1,139,
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,"102 WEST CONECUH AVENUE, UNION SPRINGS, AL, 36089",32.1466768,-85.7167428,BULLOCK,3347382140,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.3,No Different than U.S. National Rate,8.4,17.5,37,,12.1,No Different than U.S. National Rate,8.5,16.8,26,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.1,No Different than U.S. National Rate,20.9,31.8,39,,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,"105 HIGHWAY 80 EAST, DEMOPOLIS, AL, 36732",32.5038111,-87.8374580,MARENGO,3342894000,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.7,No Different than U.S. National Rate,8.7,15.5,122,,9.1,No Different than U.S. National Rate,6.3,13.3,113,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.3,No Different than U.S. National Rate,21.9,31.2,161,,18.3,No Different than U.S. National Rate,14.6,22.7,130,
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,"5 MOBILE INFIRMARY CIRCLE, MOBILE, AL, 36652",30.6967327,-88.0804373,MOBILE,2514354700,19.3,Worse than U.S. National Rate,15.6,23.4,247,,10.7,No Different than U.S. National Rate,8.8,12.7,798,,12.5,No Different than U.S. National Rate,10.5,14.9,612,,22.1,No Different than U.S. National Rate,18.4,26.2,246,,25.6,No Different than U.S. National Rate,23.3,28,1018,,20.3,No Different than U.S. National Rate,17.5,22.9,681,
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,"995 9TH AVENUE SOUTHWEST, BESSEMER, AL, 35021",33.3722405,-86.9908723,JEFFERSON,2054817000,15.3,No Different than U.S. National Rate,12.1,19.1,111,,11.4,No Different than U.S. National Rate,8.6,14.8,187,,12.1,No Different than U.S. National Rate,9.5,15.6,197,,20.6,No Different than U.S. National Rate,16.9,24.9,92,,23.8,No Different than U.S. National Rate,20.2,27.9,222,,20.3,No Different than U.S. National Rate,16.8,24.2,206,
